Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Lead_Time,Factory,Recommendation
2166,US-2022-162782-CHO-NUT-13000,,2027-08-20,3,162782,United States,Columbia,Maryland,21044,Chocolate,0,CHO-NUT-13000,11,6.98,2,4.98,2.0,,0,Keep Current Factory
2167,US-2022-129770-CHO-MIL-31000,,2027-08-16,2,129770,United States,Las Cruces,New Mexico,88001,Chocolate,3,CHO-MIL-31000,10,13.0,4,8.44,4.56,,4,Keep Current Factory
2168,US-2022-132374-CHO-NUT-13000,,2027-08-17,2,132374,United States,Sterling Heights,Michigan,48310,Chocolate,2,CHO-NUT-13000,11,13.96,4,9.96,4.0,,0,Keep Current Factory
2169,US-2022-132276-CHO-SCR-58000,,2027-08-21,3,132276,United States,New York City,New York,10024,Chocolate,0,CHO-SCR-58000,13,21.6,6,15.0,6.6,,0,Keep Current Factory
2170,US-2022-132276-CHO-NUT-13000,,2027-08-21,3,132276,United States,New York City,New York,10024,Chocolate,0,CHO-NUT-13000,11,6.98,2,4.98,2.0,,0,Keep Current Factory
2171,US-2022-154900-CHO-MIL-31000,,2027-08-22,3,154900,United States,Leominster,Massachusetts,1453,Chocolate,0,CHO-MIL-31000,10,3.25,1,2.11,1.14,,4,Keep Current Factory
2172,US-2022-154900-CHO-FUD-51000,,2027-08-22,3,154900,United States,Leominster,Massachusetts,1453,Chocolate,0,CHO-FUD-51000,9,14.4,4,9.6,4.8,,0,Keep Current Factory
2173,US-2022-104129-OTH-KAZ-38000,,2027-08-23,3,104129,United States,Providence,Rhode Island,2908,Other,0,OTH-KAZ-38000,4,22.75,7,1.75,21.0,,3,Keep Current Factory
2174,US-2022-111325-CHO-MIL-31000,,2027-08-21,0,111325,United States,Altoona,Pennsylvania,16602,Chocolate,0,CHO-MIL-31000,10,19.5,6,12.66,6.84,,4,Keep Current Factory
2175,US-2022-111325-CHO-MIL-31000,,2027-08-21,0,111325,United States,Altoona,Pennsylvania,16602,Chocolate,0,CHO-MIL-31000,10,9.75,3,6.33,3.42,,4,Keep Current Factory
2176,US-2022-138485-CHO-SCR-58000,,2027-08-22,2,138485,United States,Seattle,Washington,98105,Chocolate,3,CHO-SCR-58000,13,32.4,9,22.5,9.9,,0,Keep Current Factory
2177,US-2022-104129-CHO-MIL-31000,,2027-08-23,3,104129,United States,Providence,Rhode Island,2908,Chocolate,0,CHO-MIL-31000,10,6.5,2,4.22,2.28,,4,Keep Current Factory
2178,US-2022-145436-CHO-NUT-13000,,2027-08-25,3,145436,United States,Columbia,Tennessee,38401,Chocolate,1,CHO-NUT-13000,11,27.92,8,19.92,8.0,,0,Keep Current Factory
2179,US-2022-145436-CHO-TRI-54000,,2027-08-25,3,145436,United States,Columbia,Tennessee,38401,Chocolate,1,CHO-TRI-54000,12,7.5,2,4.9,2.6,,4,Keep Current Factory
2180,US-2022-133585-CHO-FUD-51000,2024-01-03,2027-08-25,0,133585,United States,Houston,Texas,77070,Chocolate,2,CHO-FUD-51000,9,21.6,6,14.4,7.2,1330.0,0,Keep Current Factory
2181,US-2022-102316-CHO-TRI-54000,2024-01-03,2027-08-24,2,102316,United States,Los Angeles,California,90045,Chocolate,3,CHO-TRI-54000,12,11.25,3,7.35,3.9,1329.0,4,Keep Current Factory
2182,US-2022-133494-CHO-NUT-13000,2024-01-03,2027-08-26,3,133494,United States,Philadelphia,Pennsylvania,19120,Chocolate,0,CHO-NUT-13000,11,6.98,2,4.98,2.0,1331.0,0,Keep Current Factory
2183,US-2022-133585-CHO-MIL-31000,2024-01-03,2027-08-25,0,133585,United States,Houston,Texas,77070,Chocolate,2,CHO-MIL-31000,10,6.5,2,4.22,2.28,1330.0,4,Keep Current Factory
2184,US-2022-153325-CHO-NUT-13000,2024-01-03,2027-08-23,2,153325,United States,Macon,Georgia,31204,Chocolate,1,CHO-NUT-13000,11,13.96,4,9.96,4.0,1328.0,0,Keep Current Factory
2185,US-2022-102316-CHO-SCR-58000,2024-01-03,2027-08-24,2,102316,United States,Los Angeles,California,90045,Chocolate,3,CHO-SCR-58000,13,7.2,2,5.0,2.2,1329.0,0,Keep Current Factory
2186,US-2022-104052-CHO-FUD-51000,2024-01-03,2027-08-23,0,104052,United States,Coppell,Texas,75019,Chocolate,2,CHO-FUD-51000,9,14.4,4,9.6,4.8,1328.0,0,Keep Current Factory
2187,US-2022-110457-CHO-SCR-58000,2024-02-03,2027-08-27,3,110457,United States,Seattle,Washington,98103,Chocolate,3,CHO-SCR-58000,13,10.8,3,7.5,3.3,1301.0,0,Keep Current Factory
2188,US-2022-105970-CHO-NUT-13000,2024-02-03,2027-08-28,3,105970,United States,Richmond,Indiana,47374,Chocolate,2,CHO-NUT-13000,11,3.49,1,2.49,1.0,1302.0,0,Keep Current Factory
2189,US-2022-105970-OTH-KAZ-38000,2024-02-03,2027-08-28,3,105970,United States,Richmond,Indiana,47374,Other,2,OTH-KAZ-38000,4,19.5,6,1.5,18.0,1302.0,3,Keep Current Factory
2190,US-2022-109512-CHO-TRI-54000,2024-05-03,2027-08-26,1,109512,United States,New York City,New York,10011,Chocolate,0,CHO-TRI-54000,12,26.25,7,17.15,9.1,1210.0,4,Keep Current Factory
2191,US-2022-125185-CHO-SCR-58000,2024-05-03,2027-08-28,2,125185,United States,Bethlehem,Pennsylvania,18018,Chocolate,0,CHO-SCR-58000,13,7.2,2,5.0,2.2,1212.0,0,Keep Current Factory
2192,US-2022-140221-CHO-NUT-13000,2024-05-03,2027-08-30,2,140221,United States,Chicago,Illinois,60653,Chocolate,2,CHO-NUT-13000,11,6.98,2,4.98,2.0,1214.0,0,Keep Current Factory
2193,US-2022-125185-CHO-FUD-51000,2024-05-03,2027-08-28,2,125185,United States,Bethlehem,Pennsylvania,18018,Chocolate,0,CHO-FUD-51000,9,7.2,2,4.8,2.4,1212.0,0,Keep Current Factory
2194,US-2022-140221-CHO-NUT-13000,2024-05-03,2027-08-30,2,140221,United States,Chicago,Illinois,60653,Chocolate,2,CHO-NUT-13000,11,17.45,5,12.45,5.0,1214.0,0,Keep Current Factory
2195,US-2022-153108-CHO-FUD-51000,2024-05-03,2027-08-30,3,153108,United States,New Castle,Indiana,47362,Chocolate,2,CHO-FUD-51000,9,25.2,7,16.8,8.4,1214.0,0,Keep Current Factory
2196,US-2022-140221-CHO-TRI-54000,2024-05-03,2027-08-30,2,140221,United States,Chicago,Illinois,60653,Chocolate,2,CHO-TRI-54000,12,7.5,2,4.9,2.6,1214.0,4,Keep Current Factory
2197,US-2022-109001-CHO-NUT-13000,2024-05-03,2027-08-30,3,109001,United States,Philadelphia,Pennsylvania,19120,Chocolate,0,CHO-NUT-13000,11,10.47,3,7.47,3.0,1214.0,0,Keep Current Factory
2198,US-2022-109512-CHO-SCR-58000,2024-05-03,2027-08-26,1,109512,United States,New York City,New York,10011,Chocolate,0,CHO-SCR-58000,13,10.8,3,7.5,3.3,1210.0,0,Keep Current Factory
2199,US-2022-151785-CHO-MIL-31000,2024-05-03,2027-08-31,3,151785,United States,Chicago,Illinois,60623,Chocolate,2,CHO-MIL-31000,10,19.5,6,12.66,6.84,1215.0,4,Keep Current Factory
2200,US-2022-109512-CHO-SCR-58000,2024-05-03,2027-08-26,1,109512,United States,New York City,New York,10011,Chocolate,0,CHO-SCR-58000,13,14.4,4,10.0,4.4,1210.0,0,Keep Current Factory
2201,US-2022-140221-CHO-FUD-51000,2024-05-03,2027-08-30,2,140221,United States,Chicago,Illinois,60653,Chocolate,2,CHO-FUD-51000,9,7.2,2,4.8,2.4,1214.0,0,Keep Current Factory
2202,US-2022-109001-CHO-MIL-31000,2024-05-03,2027-08-30,3,109001,United States,Philadelphia,Pennsylvania,19120,Chocolate,0,CHO-MIL-31000,10,3.25,1,2.11,1.14,1214.0,4,Keep Current Factory
2203,US-2022-120320-CHO-MIL-31000,2024-05-03,2027-08-30,3,120320,United States,Houston,Texas,77036,Chocolate,2,CHO-MIL-31000,10,6.5,2,4.22,2.28,1214.0,4,Keep Current Factory
2204,US-2022-109001-CHO-NUT-13000,2024-05-03,2027-08-30,3,109001,United States,Philadelphia,Pennsylvania,19120,Chocolate,0,CHO-NUT-13000,11,24.43,7,17.43,7.0,1214.0,0,Keep Current Factory
2205,US-2022-153108-CHO-TRI-54000,2024-05-03,2027-08-30,3,153108,United States,New Castle,Indiana,47362,Chocolate,2,CHO-TRI-54000,12,7.5,2,4.9,2.6,1214.0,4,Keep Current Factory
2206,US-2022-142944-CHO-FUD-51000,2024-06-03,2027-09-01,3,142944,United States,San Francisco,California,94122,Chocolate,3,CHO-FUD-51000,9,25.2,7,16.8,8.4,1185.0,0,Keep Current Factory
2207,US-2022-142944-CHO-NUT-13000,2024-06-03,2027-09-01,3,142944,United States,San Francisco,California,94122,Chocolate,3,CHO-NUT-13000,11,6.98,2,4.98,2.0,1185.0,0,Keep Current Factory
2208,US-2022-146255-CHO-MIL-31000,2024-07-03,2027-08-31,0,146255,United States,Newark,Delaware,19711,Chocolate,0,CHO-MIL-31000,10,6.5,2,4.22,2.28,1154.0,4,Keep Current Factory
2209,US-2022-146255-CHO-MIL-31000,2024-07-03,2027-08-31,0,146255,United States,Newark,Delaware,19711,Chocolate,0,CHO-MIL-31000,10,6.5,2,4.22,2.28,1154.0,4,Keep Current Factory
2210,US-2022-146255-CHO-MIL-31000,2024-07-03,2027-08-31,0,146255,United States,Newark,Delaware,19711,Chocolate,0,CHO-MIL-31000,10,9.75,3,6.33,3.42,1154.0,4,Keep Current Factory
2211,US-2022-146255-CHO-SCR-58000,2024-07-03,2027-08-31,0,146255,United States,Newark,Delaware,19711,Chocolate,0,CHO-SCR-58000,13,10.8,3,7.5,3.3,1154.0,0,Keep Current Factory
2212,US-2022-105627-CHO-SCR-58000,2024-08-03,2027-09-02,3,105627,United States,Kenosha,Wisconsin,53142,Chocolate,2,CHO-SCR-58000,13,10.8,3,7.5,3.3,1125.0,0,Keep Current Factory
2213,US-2022-105627-CHO-MIL-31000,2024-08-03,2027-09-02,3,105627,United States,Kenosha,Wisconsin,53142,Chocolate,2,CHO-MIL-31000,10,22.75,7,14.77,7.98,1125.0,4,Keep Current Factory
2214,US-2022-105627-CHO-FUD-51000,2024-08-03,2027-09-02,3,105627,United States,Kenosha,Wisconsin,53142,Chocolate,2,CHO-FUD-51000,9,21.6,6,14.4,7.2,1125.0,0,Keep Current Factory
2215,US-2022-107741-CHO-MIL-31000,2024-08-03,2027-08-31,0,107741,United States,Pueblo,Colorado,81001,Chocolate,3,CHO-MIL-31000,10,3.25,1,2.11,1.14,1123.0,4,Keep Current Factory
2216,US-2022-105627-CHO-FUD-51000,2024-08-03,2027-09-02,3,105627,United States,Kenosha,Wisconsin,53142,Chocolate,2,CHO-FUD-51000,9,3.6,1,2.4,1.2,1125.0,0,Keep Current Factory
2217,US-2022-132136-CHO-MIL-31000,2024-08-03,2027-09-02,3,132136,United States,Chicago,Illinois,60623,Chocolate,2,CHO-MIL-31000,10,9.75,3,6.33,3.42,1125.0,4,Keep Current Factory
2218,US-2022-160213-CHO-NUT-13000,2024-08-03,2027-09-03,3,160213,United States,Long Beach,New York,11561,Chocolate,0,CHO-NUT-13000,11,10.47,3,7.47,3.0,1126.0,0,Keep Current Factory
2219,US-2022-105627-CHO-MIL-31000,2024-08-03,2027-09-02,3,105627,United States,Kenosha,Wisconsin,53142,Chocolate,2,CHO-MIL-31000,10,16.25,5,10.55,5.7,1125.0,4,Keep Current Factory
2220,US-2022-110345-CHO-SCR-58000,2024-09-03,2027-09-01,2,110345,United States,Raleigh,North Carolina,27604,Chocolate,1,CHO-SCR-58000,13,7.2,2,5.0,2.2,1093.0,0,Keep Current Factory
2221,US-2022-123155-CHO-FUD-51000,2024-09-03,2027-09-02,0,123155,United States,San Antonio,Texas,78207,Chocolate,2,CHO-FUD-51000,9,18.0,5,12.0,6.0,1094.0,0,Keep Current Factory
2222,US-2022-123155-CHO-TRI-54000,2024-09-03,2027-09-02,0,123155,United States,San Antonio,Texas,78207,Chocolate,2,CHO-TRI-54000,12,11.25,3,7.35,3.9,1094.0,4,Keep Current Factory
2223,US-2022-146829-CHO-FUD-51000,2024-10-03,2027-08-31,1,146829,United States,Houston,Texas,77041,Chocolate,2,CHO-FUD-51000,9,7.2,2,4.8,2.4,1062.0,0,Keep Current Factory
2224,US-2022-118906-CHO-MIL-31000,2024-10-03,2027-08-31,1,118906,United States,Clinton,Maryland,20735,Chocolate,0,CHO-MIL-31000,10,19.5,6,12.66,6.84,1062.0,4,Keep Current Factory
2225,US-2022-128083-CHO-MIL-31000,2024-12-03,2027-09-07,3,128083,United States,Plantation,Florida,33317,Chocolate,1,CHO-MIL-31000,10,9.75,3,6.33,3.42,1008.0,4,Keep Current Factory
2226,US-2022-128083-CHO-MIL-31000,2024-12-03,2027-09-07,3,128083,United States,Plantation,Florida,33317,Chocolate,1,CHO-MIL-31000,10,13.0,4,8.44,4.56,1008.0,4,Keep Current Factory
2227,US-2022-128083-CHO-SCR-58000,2024-12-03,2027-09-07,3,128083,United States,Plantation,Florida,33317,Chocolate,1,CHO-SCR-58000,13,10.8,3,7.5,3.3,1008.0,0,Keep Current Factory
2228,US-2022-148705-CHO-MIL-31000,2024-12-03,2027-09-08,3,148705,United States,Charlotte,North Carolina,28205,Chocolate,1,CHO-MIL-31000,10,6.5,2,4.22,2.28,1009.0,4,Keep Current Factory
2229,US-2022-114237-CHO-TRI-54000,,2027-09-05,0,114237,United States,Seattle,Washington,98103,Chocolate,3,CHO-TRI-54000,12,7.5,2,4.9,2.6,,4,Keep Current Factory
2230,US-2022-139675-CHO-SCR-58000,,2027-09-08,2,139675,United States,Chico,California,95928,Chocolate,3,CHO-SCR-58000,13,14.4,4,10.0,4.4,,0,Keep Current Factory
2231,US-2022-139675-CHO-MIL-31000,,2027-09-08,2,139675,United States,Chico,California,95928,Chocolate,3,CHO-MIL-31000,10,26.0,8,16.88,9.12,,4,Keep Current Factory
2232,CA-2022-139675-CHO-SCR-58000,,2027-09-08,2,139675,Canada,Calgary,Alberta,T2C,Chocolate,3,CHO-SCR-58000,13,14.4,4,10.0,4.4,,0,Keep Current Factory
2233,CA-2022-139675-CHO-MIL-31000,,2027-09-08,2,139675,Canada,Calgary,Alberta,T2C,Chocolate,3,CHO-MIL-31000,10,26.0,8,16.88,9.12,,4,Keep Current Factory
2234,US-2022-163587-CHO-NUT-13000,,2027-09-08,3,163587,United States,Dover,New Hampshire,3820,Chocolate,0,CHO-NUT-13000,11,10.47,3,7.47,3.0,,0,Keep Current Factory
2235,US-2022-163587-CHO-TRI-54000,,2027-09-08,3,163587,United States,Dover,New Hampshire,3820,Chocolate,0,CHO-TRI-54000,12,15.0,4,9.8,5.2,,4,Keep Current Factory
2236,US-2022-167479-CHO-FUD-51000,,2027-09-09,3,167479,United States,Roseville,California,95661,Chocolate,3,CHO-FUD-51000,9,10.8,3,7.2,3.6,,0,Keep Current Factory
2237,US-2022-155124-CHO-MIL-31000,,2027-09-11,3,155124,United States,Lehi,Utah,84043,Chocolate,3,CHO-MIL-31000,10,9.75,3,6.33,3.42,,4,Keep Current Factory
2238,US-2022-144722-CHO-SCR-58000,,2027-09-13,3,144722,United States,Los Angeles,California,90036,Chocolate,3,CHO-SCR-58000,13,3.6,1,2.5,1.1,,0,Keep Current Factory
2239,US-2022-112116-CHO-FUD-51000,,2027-09-08,2,112116,United States,Seattle,Washington,98103,Chocolate,3,CHO-FUD-51000,9,7.2,2,4.8,2.4,,0,Keep Current Factory
2240,US-2022-145352-CHO-TRI-54000,,2027-09-12,3,145352,United States,Atlanta,Georgia,30318,Chocolate,1,CHO-TRI-54000,12,3.75,1,2.45,1.3,,4,Keep Current Factory
2241,US-2022-150231-CHO-MIL-31000,,2027-09-10,2,150231,United States,New York City,New York,10009,Chocolate,0,CHO-MIL-31000,10,9.75,3,6.33,3.42,,4,Keep Current Factory
2242,US-2022-145352-CHO-TRI-54000,,2027-09-12,3,145352,United States,Atlanta,Georgia,30318,Chocolate,1,CHO-TRI-54000,12,11.25,3,7.35,3.9,,4,Keep Current Factory
2243,US-2022-145352-CHO-NUT-13000,,2027-09-12,3,145352,United States,Atlanta,Georgia,30318,Chocolate,1,CHO-NUT-13000,11,17.45,5,12.45,5.0,,0,Keep Current Factory
2244,US-2022-134257-CHO-NUT-13000,,2027-09-09,2,134257,United States,Auburn,Alabama,36830,Chocolate,1,CHO-NUT-13000,11,6.98,2,4.98,2.0,,0,Keep Current Factory
2245,US-2022-134257-CHO-FUD-51000,,2027-09-09,2,134257,United States,Auburn,Alabama,36830,Chocolate,1,CHO-FUD-51000,9,18.0,5,12.0,6.0,,0,Keep Current Factory
2246,US-2022-145352-CHO-TRI-54000,,2027-09-12,3,145352,United States,Atlanta,Georgia,30318,Chocolate,1,CHO-TRI-54000,12,11.25,3,7.35,3.9,,4,Keep Current Factory
2247,US-2022-153906-CHO-MIL-31000,,2027-09-10,3,153906,United States,New York City,New York,10009,Chocolate,0,CHO-MIL-31000,10,6.5,2,4.22,2.28,,4,Keep Current Factory
2248,US-2022-110632-CHO-TRI-54000,,2027-09-12,2,110632,United States,New York City,New York,10009,Chocolate,0,CHO-TRI-54000,12,7.5,2,4.9,2.6,,4,Keep Current Factory
2249,US-2022-110632-CHO-SCR-58000,,2027-09-12,2,110632,United States,New York City,New York,10009,Chocolate,0,CHO-SCR-58000,13,3.6,1,2.5,1.1,,0,Keep Current Factory
2250,US-2022-168088-CHO-FUD-51000,,2027-09-12,0,168088,United States,Houston,Texas,77041,Chocolate,2,CHO-FUD-51000,9,14.4,4,9.6,4.8,,0,Keep Current Factory
2251,US-2022-113110-CHO-TRI-54000,,2027-09-13,3,113110,United States,San Bernardino,California,92404,Chocolate,3,CHO-TRI-54000,12,7.5,2,4.9,2.6,,4,Keep Current Factory
2252,US-2022-149993-CHO-NUT-13000,,2027-09-10,0,149993,United States,Lancaster,California,93534,Chocolate,3,CHO-NUT-13000,11,17.45,5,12.45,5.0,,0,Keep Current Factory
2253,US-2022-113110-CHO-SCR-58000,,2027-09-13,3,113110,United States,San Bernardino,California,92404,Chocolate,3,CHO-SCR-58000,13,7.2,2,5.0,2.2,,0,Keep Current Factory
2254,US-2022-168088-CHO-FUD-51000,,2027-09-12,0,168088,United States,Houston,Texas,77041,Chocolate,2,CHO-FUD-51000,9,7.2,2,4.8,2.4,,0,Keep Current Factory
2255,US-2022-143532-CHO-NUT-13000,,2027-09-14,3,143532,United States,North Miami,Florida,33161,Chocolate,1,CHO-NUT-13000,11,10.47,3,7.47,3.0,,0,Keep Current Factory
2256,US-2022-163104-CHO-FUD-51000,,2027-09-16,3,163104,United States,Los Angeles,California,90004,Chocolate,3,CHO-FUD-51000,9,7.2,2,4.8,2.4,,0,Keep Current Factory
2257,US-2022-113110-CHO-FUD-51000,,2027-09-13,3,113110,United States,San Bernardino,California,92404,Chocolate,3,CHO-FUD-51000,9,21.6,6,14.4,7.2,,0,Keep Current Factory
2258,US-2022-111829-CHO-TRI-54000,,2027-09-10,0,111829,United States,Seattle,Washington,98115,Chocolate,3,CHO-TRI-54000,12,7.5,2,4.9,2.6,,4,Keep Current Factory
2259,US-2022-111829-OTH-LIC-15000,,2027-09-10,0,111829,United States,Seattle,Washington,98115,Other,3,OTH-LIC-15000,6,60.0,3,30.0,30.0,,1,Keep Current Factory
2260,US-2022-113110-CHO-SCR-58000,,2027-09-13,3,113110,United States,San Bernardino,California,92404,Chocolate,3,CHO-SCR-58000,13,14.4,4,10.0,4.4,,0,Keep Current Factory
2261,US-2022-111829-CHO-TRI-54000,,2027-09-10,0,111829,United States,Seattle,Washington,98115,Chocolate,3,CHO-TRI-54000,12,26.25,7,17.15,9.1,,4,Keep Current Factory
2262,US-2022-132101-CHO-SCR-58000,,2027-09-15,3,132101,United States,Seattle,Washington,98105,Chocolate,3,CHO-SCR-58000,13,10.8,3,7.5,3.3,,0,Keep Current Factory
2263,US-2022-127607-CHO-SCR-58000,,2027-09-16,3,127607,United States,Carrollton,Texas,75007,Chocolate,2,CHO-SCR-58000,13,7.2,2,5.0,2.2,,0,Keep Current Factory
2264,US-2022-159534-CHO-SCR-58000,,2027-09-13,0,159534,United States,New York City,New York,10035,Chocolate,0,CHO-SCR-58000,13,28.8,8,20.0,8.8,,0,Keep Current Factory
2265,US-2022-159534-CHO-FUD-51000,,2027-09-13,0,159534,United States,New York City,New York,10035,Chocolate,0,CHO-FUD-51000,9,10.8,3,7.2,3.6,,0,Keep Current Factory
2266,US-2022-159534-CHO-SCR-58000,,2027-09-13,0,159534,United States,New York City,New York,10035,Chocolate,0,CHO-SCR-58000,13,3.6,1,2.5,1.1,,0,Keep Current Factory
2267,US-2022-127607-CHO-TRI-54000,,2027-09-16,3,127607,United States,Carrollton,Texas,75007,Chocolate,2,CHO-TRI-54000,12,33.75,9,22.05,11.7,,4,Keep Current Factory
2268,US-2022-106565-OTH-GUM-21000,,2027-09-13,0,106565,United States,Milwaukee,Wisconsin,53209,Other,2,OTH-GUM-21000,14,10.0,8,5.2,4.8,,1,Keep Current Factory
2269,US-2022-159534-CHO-MIL-31000,,2027-09-13,0,159534,United States,New York City,New York,10035,Chocolate,0,CHO-MIL-31000,10,13.0,4,8.44,4.56,,4,Keep Current Factory
2270,US-2022-165813-CHO-TRI-54000,,2027-09-12,2,165813,United States,Salem,Oregon,97301,Chocolate,3,CHO-TRI-54000,12,11.25,3,7.35,3.9,,4,Keep Current Factory
2271,US-2022-159534-CHO-MIL-31000,,2027-09-13,0,159534,United States,New York City,New York,10035,Chocolate,0,CHO-MIL-31000,10,6.5,2,4.22,2.28,,4,Keep Current Factory
2272,US-2022-120621-CHO-MIL-31000,,2027-09-16,3,120621,United States,Jacksonville,North Carolina,28540,Chocolate,1,CHO-MIL-31000,10,13.0,4,8.44,4.56,,4,Keep Current Factory
2273,US-2022-120621-CHO-NUT-13000,,2027-09-16,3,120621,United States,Jacksonville,North Carolina,28540,Chocolate,1,CHO-NUT-13000,11,10.47,3,7.47,3.0,,0,Keep Current Factory
2274,US-2022-120621-CHO-TRI-54000,,2027-09-16,3,120621,United States,Jacksonville,North Carolina,28540,Chocolate,1,CHO-TRI-54000,12,52.5,14,34.3,18.2,,4,Keep Current Factory
2275,CA-2022-150547-CHO-MIL-31000,,2027-09-16,3,150547,Canada,Montreal,Quebec,H1A,Chocolate,0,CHO-MIL-31000,10,3.25,1,2.11,1.14,,4,Keep Current Factory
2276,US-2022-163279-CHO-NUT-13000,,2027-09-16,3,163279,United States,San Diego,California,92037,Chocolate,3,CHO-NUT-13000,11,6.98,2,4.98,2.0,,0,Keep Current Factory
2277,US-2022-121552-CHO-NUT-13000,,2027-09-17,3,121552,United States,Huntsville,Alabama,35810,Chocolate,1,CHO-NUT-13000,11,13.96,4,9.96,4.0,,0,Keep Current Factory
2278,US-2022-157812-CHO-TRI-54000,,2027-09-16,3,157812,United States,Houston,Texas,77041,Chocolate,2,CHO-TRI-54000,12,33.75,9,22.05,11.7,,4,Keep Current Factory
2279,US-2022-163279-CHO-FUD-51000,,2027-09-16,3,163279,United States,San Diego,California,92037,Chocolate,3,CHO-FUD-51000,9,14.4,4,9.6,4.8,,0,Keep Current Factory
2280,US-2022-157812-CHO-TRI-54000,,2027-09-16,3,157812,United States,Houston,Texas,77041,Chocolate,2,CHO-TRI-54000,12,7.5,2,4.9,2.6,,4,Keep Current Factory
2281,US-2022-117884-CHO-MIL-31000,,2027-09-12,1,117884,United States,Plantation,Florida,33317,Chocolate,1,CHO-MIL-31000,10,29.25,9,18.99,10.26,,4,Keep Current Factory
2282,US-2022-157812-CHO-FUD-51000,,2027-09-16,3,157812,United States,Houston,Texas,77041,Chocolate,2,CHO-FUD-51000,9,3.6,1,2.4,1.2,,0,Keep Current Factory
2283,US-2022-117884-CHO-TRI-54000,,2027-09-12,1,117884,United States,Plantation,Florida,33317,Chocolate,1,CHO-TRI-54000,12,26.25,7,17.15,9.1,,4,Keep Current Factory
2284,US-2022-163440-CHO-SCR-58000,,2027-09-14,0,163440,United States,Thousand Oaks,California,91360,Chocolate,3,CHO-SCR-58000,13,7.2,2,5.0,2.2,,0,Keep Current Factory
2285,US-2022-163279-CHO-FUD-51000,,2027-09-16,3,163279,United States,San Diego,California,92037,Chocolate,3,CHO-FUD-51000,9,10.8,3,7.2,3.6,,0,Keep Current Factory
2286,US-2022-125374-CHO-TRI-54000,,2027-09-19,3,125374,United States,Houston,Texas,77095,Chocolate,2,CHO-TRI-54000,12,7.5,2,4.9,2.6,,4,Keep Current Factory
2287,US-2022-130218-CHO-FUD-51000,,2027-09-16,0,130218,United States,Florence,South Carolina,29501,Chocolate,1,CHO-FUD-51000,9,14.4,4,9.6,4.8,,0,Keep Current Factory
2288,US-2022-138219-CHO-MIL-31000,,2027-09-20,3,138219,United States,Los Angeles,California,90049,Chocolate,3,CHO-MIL-31000,10,13.0,4,8.44,4.56,,4,Keep Current Factory
2289,US-2022-107944-CHO-FUD-51000,,2027-09-15,0,107944,United States,Los Angeles,California,90008,Chocolate,3,CHO-FUD-51000,9,39.6,11,26.4,13.2,,0,Keep Current Factory
2290,US-2022-130218-CHO-NUT-13000,,2027-09-16,0,130218,United States,Florence,South Carolina,29501,Chocolate,1,CHO-NUT-13000,11,13.96,4,9.96,4.0,,0,Keep Current Factory
2291,US-2022-107944-CHO-SCR-58000,,2027-09-15,0,107944,United States,Los Angeles,California,90008,Chocolate,3,CHO-SCR-58000,13,10.8,3,7.5,3.3,,0,Keep Current Factory
2292,US-2022-118423-CHO-SCR-58000,,2027-09-17,0,118423,United States,Peoria,Illinois,61604,Chocolate,2,CHO-SCR-58000,13,10.8,3,7.5,3.3,,0,Keep Current Factory
2293,US-2022-145457-CHO-MIL-31000,,2027-09-17,2,145457,United States,Covington,Washington,98042,Chocolate,3,CHO-MIL-31000,10,16.25,5,10.55,5.7,,4,Keep Current Factory
2294,US-2022-112508-CHO-TRI-54000,,2027-09-20,3,112508,United States,Coral Springs,Florida,33065,Chocolate,1,CHO-TRI-54000,12,7.5,2,4.9,2.6,,4,Keep Current Factory
2295,US-2022-164301-CHO-MIL-31000,,2027-09-20,3,164301,United States,Seattle,Washington,98103,Chocolate,3,CHO-MIL-31000,10,26.0,8,16.88,9.12,,4,Keep Current Factory
2296,US-2022-116981-CHO-MIL-31000,,2027-09-18,2,116981,United States,New York City,New York,10009,Chocolate,0,CHO-MIL-31000,10,9.75,3,6.33,3.42,,4,Keep Current Factory
2297,US-2022-103793-CHO-MIL-31000,,2027-09-21,3,103793,United States,Miami,Florida,33142,Chocolate,1,CHO-MIL-31000,10,9.75,3,6.33,3.42,,4,Keep Current Factory
2298,US-2022-167374-CHO-MIL-31000,,2027-09-20,2,167374,United States,Philadelphia,Pennsylvania,19140,Chocolate,0,CHO-MIL-31000,10,19.5,6,12.66,6.84,,4,Keep Current Factory
2299,US-2022-116981-CHO-TRI-54000,,2027-09-18,2,116981,United States,New York City,New York,10009,Chocolate,0,CHO-TRI-54000,12,26.25,7,17.15,9.1,,4,Keep Current Factory
2300,US-2022-167374-CHO-FUD-51000,,2027-09-20,2,167374,United States,Philadelphia,Pennsylvania,19140,Chocolate,0,CHO-FUD-51000,9,10.8,3,7.2,3.6,,0,Keep Current Factory
2301,US-2022-132948-CHO-SCR-58000,,2027-09-24,3,132948,United States,Seattle,Washington,98115,Chocolate,3,CHO-SCR-58000,13,18.0,5,12.5,5.5,,0,Keep Current Factory
2302,US-2022-133536-CHO-MIL-31000,,2027-09-20,2,133536,United States,New York City,New York,10009,Chocolate,0,CHO-MIL-31000,10,9.75,3,6.33,3.42,,4,Keep Current Factory
